id,year,overall_pick,team,player,college,years_active,games,points,total_rebounds,assists,field_goal_percentage,3_point_percentage,free_throw_percentage,points_per_game,average_total_rebounds,average_assists,win_shares,win_shares_per_48_minutes,box_plus_minus,value_over_replacement
1027,2007,5,BOS,Jeff Green,Georgetown,14.0,1051.0,13295.0,4502.0,1625.0,0.448,0.339,0.806,12.6,4.3,1.5,50.3,0.079,-1.4,4.8
1028,2007,6,MIL,Yi Jianlian,,5.0,272.0,2148.0,1339.0,192.0,0.404,0.333,0.78,7.9,4.9,0.7,3.1,0.025,-4.3,-3.5
1029,2007,7,MIN,Corey Brewer,Florida,13.0,819.0,7097.0,2287.0,1250.0,0.425,0.284,0.713,8.7,2.8,1.5,22.5,0.058,-1.6,2.0
1030,2007,8,CHA,Brandan Wright,UNC,10.0,428.0,2976.0,1560.0,199.0,0.607,0.0,0.674,7.0,3.6,0.5,26.2,0.181,2.3,7.5
1031,2007,9,CHI,Joakim Noah,Florida,13.0,672.0,5881.0,6058.0,1907.0,0.491,0.0,0.7,8.8,9.0,2.8,61.9,0.159,2.5,20.9
1032,2007,10,SAC,Spencer Hawes,Washington,10.0,684.0,5932.0,3893.0,1271.0,0.457,0.35,0.716,8.7,5.7,1.9,22.6,0.07,-1.1,3.4
1033,2007,11,ATL,Acie Law,Texas A&M,4.0,188.0,725.0,195.0,309.0,0.413,0.235,0.778,3.9,1.0,1.6,1.6,0.032,-3.9,-1.1
1034,2007,12,PHI,Thaddeus Young,Georgia Tech,15.0,1085.0,13848.0,6345.0,2003.0,0.502,0.332,0.663,12.8,5.8,1.8,68.9,0.104,0.5,20.0
1035,2007,13,NOK,Julian Wright,Kansas,4.0,231.0,907.0,531.0,182.0,0.499,0.262,0.584,3.9,2.3,0.8,3.9,0.061,-0.5,1.2
1036,2007,14,LAC,Al Thornton,Florida State,4.0,296.0,3527.0,1233.0,353.0,0.452,0.293,0.747,11.9,4.2,1.2,6.1,0.035,-3.5,-3.2
1037,2007,15,DET,Rodney Stuckey,Eastern Washington,10.0,651.0,8185.0,1912.0,2333.0,0.423,0.3,0.824,12.6,2.9,3.6,28.7,0.077,-0.9,4.9
1083,2008,1,CHI,Derrick Rose,Memphis,13.0,672.0,12230.0,2239.0,3646.0,0.457,0.316,0.83,18.2,3.3,5.4,44.2,0.1,1.4,18.5
1084,2008,2,MIA,Michael Beasley,Kansas State,11.0,609.0,7568.0,2861.0,788.0,0.465,0.349,0.759,12.4,4.7,1.3,15.6,0.054,-1.7,0.9
1085,2008,3,MIN,O.J. Mayo,USC,8.0,547.0,7574.0,1706.0,1607.0,0.429,0.373,0.82,13.8,3.1,2.9,21.8,0.062,-0.9,4.7
1086,2008,4,SEA,Russell Westbrook,UCLA,14.0,1021.0,23298.0,7541.0,8611.0,0.438,0.305,0.783,22.8,7.4,8.4,106.5,0.144,4.3,55.8
1087,2008,5,MEM,Kevin Love,UCLA,14.0,812.0,14305.0,8666.0,1920.0,0.441,0.373,0.829,17.6,10.7,2.4,88.6,0.17,3.4,34.0
1088,2008,6,NYK,Danilo Gallinari,,13.0,728.0,11327.0,3510.0,1414.0,0.428,0.382,0.877,15.6,4.8,1.9,64.1,0.141,1.8,20.8
1089,2008,7,LAC,Eric Gordon,Indiana,14.0,749.0,12263.0,1811.0,2121.0,0.428,0.371,0.81,16.4,2.4,2.8,36.3,0.072,-0.6,8.7
1090,2008,8,MIL,Joe Alexander,West Virginia,2.0,67.0,282.0,120.0,44.0,0.41,0.34,0.698,4.2,1.8,0.7,0.5,0.03,-3.6,-0.3
1091,2008,9,CHA,D.J. Augustin,Texas,14.0,976.0,9259.0,1805.0,3761.0,0.412,0.381,0.867,9.5,1.8,3.9,47.7,0.1,-0.7,7.6
1092,2008,10,NJN,Brook Lopez,Stanford,14.0,868.0,14247.0,5407.0,1246.0,0.494,0.341,0.796,16.4,6.2,1.4,71.5,0.131,1.3,21.7
1093,2008,11,IND,Jerryd Bayless,Arizona,11.0,586.0,4909.0,1235.0,1674.0,0.411,0.361,0.818,8.4,2.1,2.9,18.6,0.072,-1.6,1.1
1094,2008,12,SAC,Jason Thompson,Rider University,8.0,588.0,5210.0,3880.0,635.0,0.496,0.143,0.657,8.9,6.6,1.1,23.8,0.077,-2.6,-2.4
1095,2008,13,POR,Brandon Rush,Kansas,9.0,481.0,3250.0,1413.0,468.0,0.426,0.402,0.706,6.8,2.9,1.0,11.2,0.051,-1.4,1.6
1096,2008,14,GSW,Anthony Randolph,LSU,6.0,252.0,1789.0,1078.0,187.0,0.453,0.241,0.74,7.1,4.3,0.7,5.8,0.072,-1.6,0.4
1097,2008,15,PHO,Robin Lopez,Stanford,14.0,939.0,8196.0,4604.0,796.0,0.536,0.294,0.742,8.7,4.9,0.8,49.0,0.114,-1.1,4.7
1143,2009,1,LAC,Blake Griffin,Oklahoma,12.0,724.0,14343.0,5954.0,2994.0,0.493,0.327,0.696,19.8,8.2,4.1,79.3,0.16,3.4,32.5
1144,2009,2,MEM,Hasheem Thabeet,UConn,5.0,224.0,483.0,595.0,27.0,0.567,,0.578,2.2,2.7,0.1,4.8,0.099,-2.7,-0.4
1145,2009,3,OKC,James Harden,Arizona State,13.0,942.0,23477.0,5294.0,6397.0,0.442,0.361,0.86,24.9,5.6,6.8,149.6,0.22,6.8,72.0
1146,2009,4,SAC,Tyreke Evans,Memphis,10.0,594.0,9347.0,2720.0,2852.0,0.44,0.323,0.757,15.7,4.6,4.8,28.4,0.075,0.8,13.1
1147,2009,5,MIN,Ricky Rubio,,11.0,665.0,7399.0,2760.0,5045.0,0.389,0.326,0.843,11.1,4.2,7.6,41.6,0.099,0.6,13.4
1148,2009,6,MIN,Jonny Flynn,Syracuse,3.0,163.0,1504.0,307.0,634.0,0.4,0.338,0.809,9.2,1.9,3.9,-1.1,-0.015,-4.0,-1.9
1149,2009,7,GSW,Stephen Curry,Davidson,13.0,826.0,20064.0,3838.0,5388.0,0.473,0.428,0.908,24.3,4.6,6.5,120.2,0.203,6.5,60.9
1150,2009,8,NYK,Jordan Hill,Arizona,8.0,409.0,3232.0,2389.0,322.0,0.497,0.136,0.699,7.9,5.8,0.8,16.4,0.102,-2.0,0.0
1151,2009,9,TOR,DeMar DeRozan,USC,13.0,957.0,19869.0,4227.0,3729.0,0.465,0.288,0.837,20.8,4.4,3.9,83.7,0.123,0.7,22.6
1152,2009,10,MIL,Brandon Jennings,,9.0,555.0,7801.0,1659.0,3151.0,0.387,0.345,0.796,14.1,3.0,5.7,29.9,0.085,0.8,11.8
1153,2009,11,NJN,Terrence Williams,Louisville,4.0,153.0,1085.0,545.0,364.0,0.412,0.317,0.659,7.1,3.6,2.4,-0.2,-0.004,-2.8,-0.6
1154,2009,12,CHA,Gerald Henderson,Duke,8.0,535.0,5987.0,1716.0,1009.0,0.44,0.327,0.793,11.2,3.2,1.9,18.3,0.063,-1.8,0.6
1155,2009,13,IND,Tyler Hansbrough,UNC,7.0,428.0,2881.0,1808.0,181.0,0.439,0.136,0.738,6.7,4.2,0.4,20.2,0.134,-2.0,0.0
1156,2009,14,PHO,Earl Clark,Louisville,6.0,261.0,1138.0,778.0,134.0,0.403,0.328,0.664,4.4,3.0,0.5,2.9,0.038,-2.8,-0.8
1157,2009,15,DET,Austin Daye,Gonzaga,6.0,293.0,1522.0,764.0,212.0,0.402,0.351,0.778,5.2,2.6,0.7,4.5,0.053,-2.0,0.0
1203,2010,1,WAS,John Wall,Kentucky,10.0,613.0,11702.0,2612.0,5557.0,0.431,0.323,0.779,19.1,4.3,9.1,44.1,0.097,2.4,24.0
1204,2010,2,PHI,Evan Turner,Ohio State,10.0,705.0,6824.0,3278.0,2462.0,0.434,0.294,0.782,9.7,4.6,3.5,20.2,0.051,-1.9,0.5
1205,2010,3,NJN,Derrick Favors,Georgia Tech,12.0,790.0,8354.0,5608.0,851.0,0.534,0.198,0.663,10.6,7.1,1.1,60.2,0.15,0.9,14.0
1206,2010,4,MIN,Wesley Johnson,Syracuse,9.0,609.0,4235.0,1924.0,645.0,0.404,0.337,0.741,7.0,3.2,1.1,10.7,0.038,-1.6,1.2
1207,2010,5,SAC,DeMarcus Cousins,Kentucky,11.0,654.0,12802.0,6664.0,1979.0,0.46,0.331,0.737,19.6,10.2,3.0,46.8,0.115,2.4,21.6
1208,2010,6,GSW,Ekpe Udoh,Baylor,7.0,384.0,1353.0,1100.0,260.0,0.453,0.0,0.718,3.5,2.9,0.7,10.4,0.088,-1.4,0.8
1209,2010,7,DET,Greg Monroe,Georgetown,10.0,646.0,8402.0,5293.0,1376.0,0.514,0.059,0.703,13.0,8.2,2.1,50.4,0.137,1.4,15.3
1210,2010,8,LAC,Al-Farouq Aminu,Wake Forest,11.0,711.0,5350.0,4280.0,879.0,0.42,0.332,0.746,7.5,6.0,1.2,27.6,0.075,-0.6,6.5
1211,2010,9,UTA,Gordon Hayward,Butler,12.0,734.0,11454.0,3302.0,2576.0,0.453,0.371,0.826,15.6,4.5,3.5,60.1,0.126,2.0,22.8
1212,2010,10,IND,Paul George,Fresno State,12.0,737.0,15029.0,4735.0,2641.0,0.435,0.382,0.848,20.4,6.4,3.6,76.6,0.149,4.1,38.0
1213,2010,11,NOH,Cole Aldrich,Kansas,8.0,339.0,1050.0,1131.0,183.0,0.527,,0.738,3.1,3.3,0.5,9.6,0.135,0.1,1.8
1214,2010,12,MEM,Xavier Henry,Kansas,5.0,185.0,1050.0,351.0,120.0,0.406,0.325,0.635,5.7,1.9,0.6,0.8,0.013,-4.4,-1.7
1215,2010,13,TOR,Ed Davis,UNC,12.0,722.0,4291.0,4616.0,539.0,0.567,0.0,0.583,5.9,6.4,0.7,43.3,0.151,-0.2,6.2
1216,2010,14,HOU,Patrick Patterson,Kentucky,11.0,719.0,4782.0,2799.0,736.0,0.447,0.369,0.755,6.7,3.9,1.0,31.9,0.102,0.0,7.4
1217,2010,15,MIL,Larry Sanders,VCU,6.0,238.0,1520.0,1345.0,174.0,0.48,0.0,0.553,6.4,5.7,0.7,10.3,0.107,-1.1,1.1
1263,2011,1,CLE,Kyrie Irving,Duke,11.0,611.0,14089.0,2339.0,3503.0,0.47,0.393,0.882,23.1,3.8,5.7,72.0,0.166,4.5,34.2
1264,2011,2,MIN,Derrick Williams,Arizona,7.0,428.0,3809.0,1693.0,293.0,0.434,0.3,0.71,8.9,4.0,0.7,14.1,0.076,-1.6,0.8
1265,2011,3,UTA,Enes Freedom,,11.0,748.0,8349.0,5822.0,638.0,0.548,0.289,0.777,11.2,7.8,0.9,52.8,0.157,-0.1,7.6
1266,2011,4,CLE,Tristan Thompson,Texas,11.0,730.0,6592.0,6120.0,725.0,0.519,0.263,0.605,9.0,8.4,1.0,47.6,0.117,-1.7,1.4
1267,2011,5,TOR,Jonas Valančiūnas,,10.0,695.0,9319.0,6571.0,824.0,0.563,0.359,0.785,13.4,9.5,1.2,67.4,0.178,1.1,14.3
1268,2011,6,WAS,Jan Veselý,,3.0,162.0,590.0,562.0,96.0,0.521,0.0,0.408,3.6,3.5,0.6,4.0,0.078,-2.6,-0.4
1269,2011,7,SAC,Bismack Biyombo,,11.0,738.0,3814.0,4482.0,442.0,0.53,0.0,0.564,5.2,6.1,0.6,29.4,0.096,-2.6,-2.2
1270,2011,8,DET,Brandon Knight,Kentucky,9.0,451.0,6301.0,1385.0,1777.0,0.411,0.352,0.807,14.0,3.1,3.9,11.6,0.042,-1.6,1.4
1271,2011,9,CHA,Kemba Walker,UConn,11.0,741.0,14414.0,2815.0,3919.0,0.418,0.36,0.84,19.5,3.8,5.3,59.6,0.116,2.8,29.8
1272,2011,10,MIL,Jimmer Fredette,BYU,6.0,241.0,1438.0,243.0,331.0,0.409,0.372,0.879,6.0,1.0,1.4,2.2,0.033,-2.5,-0.4
1273,2011,11,GSW,Klay Thompson,Washington State,9.0,647.0,12647.0,2255.0,1504.0,0.458,0.417,0.849,19.5,3.5,2.3,48.5,0.11,0.8,14.9
1274,2011,12,UTA,Alec Burks,Colorado,11.0,625.0,6649.0,2210.0,1264.0,0.418,0.38,0.799,10.6,3.5,2.0,26.0,0.087,-0.5,5.3
1275,2011,13,PHO,Markieff Morris,Kansas,11.0,715.0,7822.0,3714.0,1153.0,0.446,0.341,0.777,10.9,5.2,1.6,27.1,0.073,-1.4,2.8
1276,2011,14,HOU,Marcus Morris,Kansas,11.0,718.0,8921.0,3298.0,1085.0,0.435,0.377,0.773,12.4,4.6,1.5,36.4,0.09,-0.5,7.1
1277,2011,15,IND,Kawhi Leonard,San Diego State,10.0,576.0,11085.0,3689.0,1672.0,0.493,0.384,0.858,19.2,6.4,2.9,83.3,0.222,6.9,40.4
1323,2012,1,NOH,Anthony Davis,Kentucky,10.0,604.0,14390.0,6163.0,1414.0,0.515,0.303,0.794,23.8,10.2,2.3,91.3,0.211,6.0,42.1
1324,2012,2,CHA,Michael Kidd-Gilchrist,Kentucky,8.0,446.0,3750.0,2420.0,515.0,0.474,0.272,0.715,8.4,5.4,1.2,21.0,0.092,-1.8,0.6
1325,2012,3,WAS,Bradley Beal,Florida,10.0,645.0,14231.0,2641.0,2701.0,0.456,0.372,0.821,22.1,4.1,4.2,48.8,0.104,1.7,21.0
1326,2012,4,CLE,Dion Waiters,Syracuse,8.0,419.0,5505.0,1108.0,1163.0,0.412,0.346,0.694,13.1,2.6,2.8,8.8,0.036,-2.1,-0.4
1327,2012,5,SAC,Thomas Robinson,Kansas,5.0,313.0,1528.0,1507.0,190.0,0.47,0.0,0.505,4.9,4.8,0.6,4.6,0.053,-3.5,-1.6
1328,2012,6,POR,Damian Lillard,Weber State,10.0,711.0,17510.0,2976.0,4726.0,0.437,0.373,0.893,24.6,4.2,6.6,94.1,0.175,4.7,43.7
1329,2012,7,GSW,Harrison Barnes,UNC,10.0,747.0,10566.0,3817.0,1376.0,0.453,0.379,0.804,14.1,5.1,1.8,44.8,0.091,-0.8,7.1
1330,2012,8,TOR,Terrence Ross,Washington,10.0,670.0,7525.0,1907.0,841.0,0.417,0.361,0.839,11.2,2.8,1.3,23.4,0.068,-0.9,4.5
1331,2012,9,DET,Andre Drummond,UConn,10.0,718.0,9938.0,9519.0,1003.0,0.54,0.132,0.473,13.8,13.3,1.4,67.7,0.153,1.3,17.7
1332,2012,10,NOH,Austin Rivers,Duke,10.0,655.0,5741.0,1359.0,1438.0,0.418,0.349,0.649,8.8,2.1,2.2,13.9,0.042,-3.1,-4.2
1333,2012,11,POR,Meyers Leonard,Illinois,9.0,447.0,2502.0,1737.0,395.0,0.482,0.39,0.809,5.6,3.9,0.9,15.5,0.104,-1.4,1.1
1334,2012,12,HOU,Jeremy Lamb,UConn,10.0,573.0,5805.0,2073.0,904.0,0.439,0.342,0.857,10.1,3.6,1.6,26.8,0.108,0.6,7.9
1335,2012,13,PHO,Kendall Marshall,UNC,4.0,160.0,802.0,253.0,779.0,0.399,0.37,0.611,5.0,1.6,4.9,1.0,0.015,-3.5,-1.1
1336,2012,14,MIL,John Henson,UNC,8.0,445.0,3383.0,2368.0,496.0,0.54,0.25,0.568,7.6,5.3,1.1,20.7,0.113,-0.5,3.4
1337,2012,15,PHI,Maurice Harkless,St. John's,10.0,621.0,4259.0,2198.0,572.0,0.474,0.32,0.624,6.9,3.5,0.9,23.0,0.079,-0.8,4.1
1383,2013,1,CLE,Anthony Bennett,UNLV,4.0,151.0,658.0,472.0,77.0,0.392,0.261,0.67,4.4,3.1,0.5,0.5,0.013,-4.8,-1.3
1384,2013,2,ORL,Victor Oladipo,Indiana,9.0,462.0,8054.0,2117.0,1824.0,0.438,0.348,0.79,17.4,4.6,3.9,25.1,0.08,0.9,11.0
1385,2013,3,WAS,Otto Porter Jr.,Georgetown,9.0,504.0,5336.0,2551.0,767.0,0.477,0.398,0.794,10.6,5.1,1.5,36.0,0.132,1.8,12.5
1386,2013,4,CHA,Cody Zeller,Indiana,9.0,494.0,4202.0,2949.0,691.0,0.52,0.221,0.731,8.5,6.0,1.4,32.1,0.14,-0.6,4.0
1387,2013,5,PHO,Alex Len,Maryland,9.0,570.0,4371.0,3341.0,489.0,0.507,0.329,0.683,7.7,5.9,0.9,21.6,0.096,-1.9,0.2
1388,2013,6,NOH,Nerlens Noel,Kentucky,8.0,450.0,3303.0,2789.0,491.0,0.549,0.154,0.655,7.3,6.2,1.1,28.3,0.134,0.9,7.5
1389,2013,7,SAC,Ben McLemore,Kansas,9.0,556.0,5015.0,1269.0,563.0,0.414,0.363,0.78,9.0,2.3,1.0,9.0,0.035,-3.1,-3.4
1390,2013,8,DET,Kentavious Caldwell-Pope,Georgia,9.0,683.0,7911.0,2148.0,1150.0,0.421,0.36,0.813,11.6,3.1,1.7,34.6,0.083,-0.8,6.0
1391,2013,9,MIN,Trey Burke,Michigan,9.0,498.0,4792.0,878.0,1522.0,0.41,0.345,0.81,9.6,1.8,3.1,12.9,0.06,-1.3,1.7
1392,2013,10,POR,CJ McCollum,Lehigh,9.0,590.0,11341.0,2041.0,2044.0,0.455,0.396,0.81,19.2,3.5,3.5,40.3,0.104,1.3,15.7
1393,2013,11,PHI,Michael Carter-Williams,Syracuse,8.0,391.0,4023.0,1713.0,1701.0,0.402,0.255,0.706,10.3,4.4,4.4,6.6,0.032,-1.2,1.9
1394,2013,12,OKC,Steven Adams,Pitt,9.0,664.0,6157.0,5303.0,982.0,0.587,0.071,0.547,9.3,8.0,1.5,56.0,0.151,0.5,11.3
1395,2013,13,DAL,Kelly Olynyk,Gonzaga,9.0,610.0,6146.0,3087.0,1248.0,0.476,0.365,0.782,10.1,5.1,2.0,35.3,0.126,0.9,9.8
1396,2013,14,UTA,Shabazz Muhammad,UCLA,5.0,278.0,2504.0,770.0,151.0,0.473,0.319,0.751,9.0,2.8,0.5,8.5,0.085,-2.0,0.0
1397,2013,15,MIL,Giannis Antetokounmpo,,9.0,656.0,14321.0,6149.0,3020.0,0.535,0.288,0.718,21.8,9.4,4.6,87.5,0.197,6.0,43.3
1443,2014,1,CLE,Andrew Wiggins,Kansas,8.0,598.0,11519.0,2649.0,1393.0,0.448,0.35,0.723,19.3,4.4,2.3,24.0,0.055,-1.5,2.6
1444,2014,2,MIL,Jabari Parker,Duke,8.0,310.0,4380.0,1703.0,610.0,0.494,0.326,0.743,14.1,5.5,2.0,13.8,0.078,-0.8,2.5
1445,2014,3,PHI,Joel Embiid,Kansas,6.0,328.0,8535.0,3732.0,1080.0,0.49,0.338,0.81,26.0,11.4,3.3,43.7,0.205,5.9,20.4
1446,2014,4,ORL,Aaron Gordon,Arizona,8.0,528.0,6887.0,3310.0,1313.0,0.46,0.323,0.702,13.0,6.3,2.5,28.8,0.09,-0.1,7.3
1447,2014,5,UTA,Dante Exum,,6.0,245.0,1389.0,441.0,515.0,0.407,0.305,0.764,5.7,1.8,2.1,3.1,0.032,-3.3,-1.5
1448,2014,6,BOS,Marcus Smart,Oklahoma State,8.0,520.0,5438.0,1867.0,2318.0,0.382,0.321,0.78,10.5,3.6,4.5,29.5,0.092,-0.2,7.2
1449,2014,7,LAL,Julius Randle,Kentucky,8.0,518.0,9191.0,4814.0,1842.0,0.472,0.332,0.743,17.7,9.3,3.6,31.4,0.093,0.4,9.7
1450,2014,8,SAC,Nik Stauskas,Michigan,6.0,343.0,2290.0,691.0,515.0,0.389,0.354,0.812,6.7,2.0,1.5,3.9,0.028,-3.0,-1.7
1451,2014,9,CHH,Noah Vonleh,Indiana,7.0,339.0,1660.0,1742.0,257.0,0.459,0.308,0.691,4.9,5.1,0.8,9.2,0.078,-2.4,-0.6
1452,2014,10,PHI,Elfrid Payton,Louisiana,8.0,500.0,5036.0,2007.0,2868.0,0.447,0.287,0.623,10.1,4.0,5.7,15.8,0.057,-0.9,3.7
1453,2014,11,DEN,Doug McDermott,Creighton,8.0,527.0,4846.0,1236.0,496.0,0.476,0.409,0.82,9.2,2.3,0.9,19.2,0.084,-1.9,0.4
1454,2014,12,ORL,Dario Šarić,,5.0,356.0,4180.0,2086.0,699.0,0.441,0.357,0.838,11.7,5.9,2.0,16.4,0.088,-0.8,2.6
1455,2014,13,MIN,Zach LaVine,UCLA,8.0,478.0,9466.0,1876.0,1860.0,0.461,0.386,0.83,19.8,3.9,3.9,23.7,0.075,0.5,9.5
1456,2014,14,PHO,T.J. Warren,NC State,7.0,332.0,5142.0,1372.0,397.0,0.507,0.357,0.78,15.5,4.1,1.2,19.6,0.099,-0.2,4.2
1457,2014,15,ATL,Adreian Payne,Michigan State,4.0,107.0,429.0,315.0,66.0,0.406,0.254,0.68,4.0,2.9,0.6,-0.6,-0.019,-5.9,-1.4
1503,2015,1,MIN,Karl-Anthony Towns,Kentucky,7.0,482.0,11170.0,5465.0,1486.0,0.527,0.397,0.833,23.2,11.3,3.1,66.1,0.193,4.8,28.3
1504,2015,2,LAL,D'Angelo Russell,Ohio State,7.0,424.0,7504.0,1503.0,2370.0,0.42,0.356,0.781,17.7,3.5,5.6,14.4,0.055,0.5,8.0
1505,2015,3,PHI,Jahlil Okafor,Duke,6.0,247.0,2566.0,1169.0,225.0,0.542,0.222,0.676,10.4,4.7,0.9,7.2,0.071,-2.0,0.0
1506,2015,4,NYK,Kristaps Porziņģis,,6.0,337.0,6371.0,2649.0,537.0,0.444,0.353,0.82,18.9,7.9,1.6,27.1,0.125,1.7,9.6
1507,2015,5,ORL,Mario Hezonja,,5.0,330.0,2284.0,1026.0,415.0,0.417,0.319,0.812,6.9,3.1,1.3,3.2,0.025,-2.8,-1.2
1508,2015,6,SAC,Willie Cauley-Stein,Kentucky,7.0,422.0,3675.0,2470.0,598.0,0.544,0.188,0.612,8.7,5.9,1.4,23.3,0.121,-0.1,4.4
1509,2015,7,DEN,Emmanuel Mudiay,,6.0,302.0,3299.0,884.0,1143.0,0.401,0.323,0.744,10.9,2.9,3.8,-0.2,-0.001,-3.2,-2.2
1510,2015,8,DET,Stanley Johnson,Arizona,7.0,419.0,2632.0,1309.0,612.0,0.384,0.3,0.754,6.3,3.1,1.5,6.2,0.035,-2.8,-1.7
1511,2015,9,CHO,Frank Kaminsky,Wisconsin,7.0,377.0,3541.0,1527.0,619.0,0.429,0.348,0.743,9.4,4.1,1.6,15.2,0.092,-0.3,3.4
1512,2015,10,MIA,Justise Winslow,Duke,7.0,315.0,2633.0,1615.0,791.0,0.413,0.315,0.634,8.4,5.1,2.5,7.8,0.046,-2.1,-0.2
1513,2015,11,IND,Myles Turner,Texas,7.0,431.0,5485.0,2879.0,513.0,0.489,0.349,0.768,12.7,6.7,1.2,32.8,0.127,0.6,8.2
1514,2015,12,UTA,Trey Lyles,Kentucky,7.0,449.0,3503.0,1953.0,477.0,0.441,0.338,0.737,7.8,4.3,1.1,14.5,0.085,-1.0,2.0
1515,2015,13,PHO,Devin Booker,Kentucky,7.0,477.0,11217.0,1865.0,2228.0,0.457,0.357,0.87,23.5,3.9,4.7,29.9,0.089,0.5,10.2
1516,2015,14,OKC,Cameron Payne,Murray State,7.0,279.0,2132.0,624.0,905.0,0.421,0.362,0.83,7.6,2.2,3.2,8.2,0.079,-0.4,2.0
1517,2015,15,ATL,Kelly Oubre Jr.,Kansas,7.0,479.0,5769.0,2074.0,484.0,0.434,0.331,0.749,12.0,4.3,1.0,17.6,0.07,-1.8,0.5
1563,2016,1,PHI,Ben Simmons,LSU,4.0,275.0,4382.0,2217.0,2127.0,0.56,0.147,0.597,15.9,8.1,7.7,30.4,0.156,3.7,13.5
1564,2016,2,LAL,Brandon Ingram,Duke,6.0,368.0,6812.0,1896.0,1412.0,0.461,0.36,0.769,18.5,5.2,3.8,18.7,0.074,-0.3,5.2
1565,2016,3,BOS,Jaylen Brown,California,6.0,403.0,6644.0,1994.0,822.0,0.473,0.373,0.712,16.5,4.9,2.0,24.5,0.102,0.1,6.1
1566,2016,4,PHO,Dragan Bender,,4.0,187.0,1014.0,720.0,237.0,0.399,0.323,0.654,5.4,3.9,1.3,0.5,0.006,-3.9,-1.9
1567,2016,5,MIN,Kris Dunn,Providence,6.0,245.0,1995.0,815.0,1029.0,0.42,0.299,0.739,8.1,3.3,4.2,3.9,0.031,-2.1,-0.2
1568,2016,6,NOP,Buddy Hield,Oklahoma,6.0,468.0,7463.0,2003.0,1180.0,0.43,0.398,0.865,15.9,4.3,2.5,17.1,0.06,0.1,7.3
1569,2016,7,DEN,Jamal Murray,Kentucky,5.0,345.0,5639.0,1258.0,1322.0,0.446,0.367,0.878,16.3,3.6,3.8,20.8,0.096,0.3,6.0
1570,2016,8,SAC,Marquese Chriss,Washington,6.0,292.0,2206.0,1366.0,298.0,0.456,0.29,0.667,7.6,4.7,1.0,6.5,0.058,-2.4,-0.5
1571,2016,9,TOR,Jakob Poeltl,Utah,6.0,416.0,3035.0,2524.0,601.0,0.628,0.667,0.518,7.3,6.1,1.4,28.9,0.165,1.0,6.4
1572,2016,10,MIL,Thon Maker,,5.0,263.0,1216.0,726.0,161.0,0.435,0.327,0.68,4.6,2.8,0.6,6.6,0.087,-2.1,-0.1
1573,2016,11,ORL,Domantas Sabonis,Gonzaga,6.0,415.0,5961.0,3815.0,1493.0,0.534,0.319,0.728,14.4,9.2,3.6,34.6,0.141,1.7,11.1
1574,2016,12,UTA,Taurean Prince,Baylor,6.0,370.0,3899.0,1442.0,647.0,0.416,0.371,0.815,10.5,3.9,1.7,8.3,0.045,-1.8,0.5
1575,2016,13,PHO,Georgios Papagiannis,,2.0,39.0,160.0,123.0,29.0,0.514,0.0,0.857,4.1,3.2,0.7,0.4,0.044,-3.9,-0.2
1576,2016,14,CHI,Denzel Valentine,Michigan State,5.0,256.0,1795.0,857.0,466.0,0.394,0.36,0.787,7.0,3.3,1.8,4.5,0.044,-1.9,0.2
1577,2016,15,DEN,Juancho Hernangómez,,6.0,297.0,1589.0,1008.0,191.0,0.428,0.351,0.681,5.4,3.4,0.6,8.1,0.083,-1.8,0.3
1623,2017,1,PHI,Markelle Fultz,Washington,5.0,131.0,1423.0,425.0,623.0,0.45,0.262,0.708,10.9,3.2,4.8,3.5,0.052,-2.0,0.0
1624,2017,2,LAL,Lonzo Ball,UCLA,5.0,252.0,2995.0,1447.0,1563.0,0.4,0.364,0.578,11.9,5.7,6.2,11.4,0.067,1.0,6.3
1625,2017,3,BOS,Jayson Tatum,Duke,5.0,365.0,7640.0,2420.0,1106.0,0.456,0.383,0.844,20.9,6.6,3.0,35.1,0.138,2.8,14.8
1626,2017,4,PHO,Josh Jackson,Kansas,5.0,291.0,3276.0,1159.0,534.0,0.416,0.292,0.68,11.3,4.0,1.8,-1.7,-0.012,-3.8,-3.1
1627,2017,5,SAC,De'Aaron Fox,Kentucky,5.0,322.0,6148.0,1138.0,2005.0,0.462,0.32,0.725,19.1,3.5,6.2,15.7,0.073,0.1,5.4
1628,2017,6,ORL,Jonathan Isaac,Florida State,3.0,136.0,1269.0,741.0,146.0,0.435,0.33,0.797,9.3,5.4,1.1,6.7,0.091,0.2,2.0
1629,2017,7,MIN,Lauri Markkanen,Arizona,5.0,282.0,4339.0,1904.0,354.0,0.441,0.364,0.85,15.4,6.8,1.3,16.6,0.095,-0.1,4.0
1630,2017,8,NYK,Frank Ntilikina,,5.0,269.0,1395.0,495.0,631.0,0.371,0.331,0.775,5.2,1.8,2.3,0.6,0.006,-4.1,-2.5
1631,2017,9,DAL,Dennis Smith Jr.,NC State,5.0,216.0,2317.0,636.0,917.0,0.402,0.312,0.652,10.7,2.9,4.2,-0.6,-0.005,-2.3,-0.4
1632,2017,10,SAC,Zach Collins,Gonzaga,4.0,182.0,1099.0,767.0,200.0,0.452,0.327,0.743,6.0,4.2,1.1,5.1,0.077,-2.2,-0.2
1633,2017,11,CHO,Malik Monk,Kentucky,5.0,309.0,3176.0,717.0,627.0,0.424,0.355,0.83,10.3,2.3,2.0,5.6,0.043,-1.9,0.1
